epoch,data_loss,pde_loss,total_loss,lambda_pde,gradient_cosine,g_data_norm,weighted_g_pde_norm,g_total_norm,data_dot_total,weighted_pde_dot_total,cancellation_ratio,delta_theta_norm,update_vs_data_cosine,update_vs_pde_cosine,update_vs_total_cosine,coeff_error,spurious_l2,xi_u,xi_u_x,xi_u_xx,xi_u^2,xi_u*u_x,xi_u*u_xx,xi_u_x^2,xi_u_x*u_xx,xi_u_xx^2,u_mse,u_x_mse,u_xx_mse,u_t_mse,deriv_mse,weighted_pde_over_data,g_pde_norm,expression,optimizer,gradient_decomposition_relative_error,active_threshold,sgd_step_relative_error
0,2.171844959259033,76.15037536621094,40.247032165527344,0.5,0.5646264795122742,30.809972763061523,618.3836669921875,636.288330078125,11706.73828125,393156.375,0.9801210164628392,0.046305626630783,0.1073102872538116,0.176787060577057,0.1770085154025445,0.9643839296883524,0.2052096272667628,0.0816052091172217,-0.1665023637241189,0.0062685311053838,-0.087417655882259,-0.0578021335833002,0.0028305348922218,-0.0088202730268137,0.0009421325894529,-2.289914089529956e-05,2.014779090881348,65.52254935810866,15646.689952627865,69.68413061881387,15712.212501985974,20.07089301077136,1236.767333984375,u_t_hat = (+0.081605)*u + (-0.166502)*u_x + (+0.006269)*u_xx + (-0.087418)*u^2 + (-0.057802)*u*u_x + (+0.002831)*u*u_xx + (-0.008820)*u_x^2 + (+0.000942)*u_x*u_xx + (-0.000023)*u_xx^2,Adam,,,
50,0.7077092528343201,3.627659320831299,2.5215389728546143,0.5,-0.2210458553687831,8.324679374694824,30.54721450805664,29.83302879333496,13.08932876586914,876.9213256835938,0.7674704217736276,0.014573180116713,0.0489649675479126,0.1317222708808101,0.1485389345456944,0.9706389751555836,0.2132530244667332,0.0932671202278658,-0.1737276587520897,0.0058836057416808,-0.0807748339018981,-0.053182227110192,0.0025893413509963,-0.00804865289902,0.0008588300891659,-2.0736567530665264e-05,0.7082364559173584,17.702615214767874,7005.53543576171,5.095543264095796,7023.238050976478,3.6694764006062965,61.09442901611328,u_t_hat = (+0.093267)*u + (-0.173728)*u_x + (+0.005884)*u_xx + (-0.080775)*u^2 + (-0.053182)*u*u_x + (+0.002589)*u*u_xx + (-0.008049)*u_x^2 + (+0.000859)*u_x*u_xx + (-0.000021)*u_xx^2,Adam,,,
200,0.2768983840942383,0.4664375782012939,0.5101171731948853,0.5,-0.2716077503990291,4.546628952026367,6.925699234008789,7.178588390350342,12.119311332702637,39.41281509399414,0.625730738690737,0.0052602128125727,0.0812913613469618,0.0576625225345158,0.1071178363850077,0.9721211482779027,0.2164447502155193,0.0983696576201489,-0.1754432876299013,0.0053143403764159,-0.0795062487551936,-0.052394845711195,0.0025432236992266,-0.0079352579648163,0.0008443170251472,-2.0323650272271416e-05,0.2717102766036987,8.159326634606295,4356.67273753386,1.4034763608968226,4364.832064168466,1.523260267570791,13.851398468017578,u_t_hat = (+0.098370)*u + (-0.175443)*u_x + (+0.005314)*u_xx + (-0.079506)*u^2 + (-0.052395)*u*u_x + (+0.002543)*u*u_xx + (-0.007935)*u_x^2 + (+0.000844)*u_x*u_xx + (-0.000020)*u_xx^2,Adam,,,
500,0.0487235113978385,0.1183296665549278,0.1078883409500122,0.5,-0.4844198790960953,2.097465753555298,4.689659595489502,4.106380462646484,-0.3655795454978943,17.227962493896484,0.6050249923886265,0.0027806651778519,0.0301686813864561,0.0371315930074694,0.0578154754632242,0.969262801717078,0.1974674872661092,0.0615982897884285,-0.1710431100486253,0.0046829816798779,-0.0766486030418496,-0.0511889760257685,0.0024679439872646,-0.0078438175692868,0.0008299175876955,-1.985375810118454e-05,0.0480395182967186,4.793469473171994,3287.9061052070074,0.9816856518233622,3292.6995746801795,2.235869447470272,9.379319190979004,u_t_hat = (+0.061598)*u + (-0.171043)*u_x + (+0.004683)*u_xx + (-0.076649)*u^2 + (-0.051189)*u*u_x + (+0.002468)*u*u_xx + (-0.007844)*u_x^2 + (+0.000830)*u_x*u_xx + (-0.000020)*u_xx^2,Adam,,,
1000,0.030724698677659,0.0388359725475311,0.0501426830887794,0.5,-0.5257398000053947,1.4450833797454834,3.3399507999420166,2.8580708503723145,-0.4492196440696716,8.617793083190918,0.5972937168358887,,,,,0.9675690026517524,0.1828432848079647,-0.0205234201071807,-0.1657261112017697,0.0042365592556594,-0.0740223257415348,-0.0499949357876874,0.0023893230828513,-0.0077226193662221,0.0008119717658769,-1.9271873065783063e-05,0.0310303885489702,3.1129460989922864,2646.867587343816,0.8609467089134356,2649.980533442808,2.3112512722485734,6.679901599884033,u_t_hat = (-0.020523)*u + (-0.165726)*u_x + (+0.004237)*u_xx + (-0.074022)*u^2 + (-0.049995)*u*u_x + (+0.002389)*u*u_xx + (-0.007723)*u_x^2 + (+0.000812)*u_x*u_xx + (-0.000019)*u_xx^2,Adam,,,
0,2.171844720840454,76.15038299560547,40.24703598022461,0.5,0.5646258923870161,30.80999195246557,618.3837862105296,636.2883051803876,11706.7353515625,393156.0625,0.9801206601710638,0.3181441823018459,0.5971593434515916,0.9992011026377933,0.9999999999990592,0.9643839326242981,0.20520964110464157,0.08160524391482188,-0.16650236372411895,0.006268531708896735,-0.08741765588225901,-0.057802133583300205,0.002830534892221806,-0.008820273026813711,0.0009421325894529834,-2.2899140895299556e-05,1.7930895453750508,63.4457222544749,14966.95650927319,52.91421765000095,15030.402231527665,20.07088437947623,1236.7675724210592,u_t_hat = (+0.081605)*u + (-0.166502)*u_x + (+0.006269)*u_xx + (-0.087418)*u^2 + (-0.057802)*u*u_x + (+0.002831)*u*u_xx + (-0.008820)*u_x^2 + (+0.000942)*u_x*u_xx + (-0.000023)*u_xx^2,SGD,1.0627862328158347e-06,1e-12,1.3730223047455515e-06
50,0.7459626197814941,6.788748741149902,4.140336990356445,0.5,0.22692617062392678,7.669658194578909,93.7655214767536,95.79765811304128,222.017578125,8955.1708984375,0.9444220556517905,0.04789883407926081,0.3021736108910366,0.9969555130557942,0.9999999999577875,0.9754160359365335,0.2042120371138877,0.0838801718194141,-0.17111934132235437,0.005884215893235418,-0.07303223998671882,-0.046304749042447975,0.002289231590481287,-0.0067348384327416055,0.0007327172666353067,-1.7919053833675655e-05,0.7308757745952673,13.471284942064186,5507.254421565665,6.733199883816956,5520.725706507729,12.225515022694132,187.5310429535072,u_t_hat = (+0.083880)*u + (-0.171119)*u_x + (+0.005884)*u_xx + (-0.073032)*u^2 + (-0.046305)*u*u_x + (+0.002289)*u*u_xx + (-0.006735)*u_x^2 + (+0.000733)*u_x*u_xx + (-0.000018)*u_xx^2,SGD,1.0001670761446226e-06,1e-12,9.188278923814073e-06
200,0.5813255906105042,1.1653249263763428,1.1639881134033203,0.5,-0.04426883329235799,4.473159932554802,33.368033825121245,33.46969793910223,13.401576042175293,1106.818359375,0.8844774530586628,0.01673484530925228,0.08951340619941339,0.9910465531649797,0.9999999996593235,0.9764203865672665,0.20596086168620523,0.08455294861988194,-0.17323455272147495,0.005553677906182151,-0.07218712262204913,-0.04565823808469562,0.0022578468251767355,-0.006623173381362849,0.0007210327615984927,-1.7634587161394027e-05,0.5956074434801367,7.487418489510077,3875.6120239562547,2.0189575321266378,3883.099442445765,7.459611176044719,66.73606765024249,u_t_hat = (+0.084553)*u + (-0.173235)*u_x + (+0.005554)*u_xx + (-0.072187)*u^2 + (-0.045658)*u*u_x + (+0.002258)*u*u_xx + (-0.006623)*u_x^2 + (+0.000721)*u_x*u_xx + (-0.000018)*u_xx^2,SGD,1.2409563734038893e-06,1e-12,2.6104349039215227e-05
500,0.4948112666606903,0.4472291171550751,0.7184258103370667,0.5,-0.23140170208372413,3.84609933972418,11.87208262041459,11.60200838785189,4.2263994216918945,130.3802032470703,0.7381267957572549,0.005801007541430997,0.09471476231243717,0.9465675987511974,0.9999999971900838,0.9772141623806435,0.2083574431798888,0.08603976307845182,-0.17553000763668508,0.005220455493694033,-0.07176629580003659,-0.045371140131921076,0.002242528358003621,-0.006576989651459921,0.0007158712077175091,-1.7497813761919383e-05,0.4847972832850403,5.833642682684881,3465.5500867926303,1.299700084260786,3471.3837294753152,3.086785226214668,23.74416524082918,u_t_hat = (+0.086040)*u + (-0.175530)*u_x + (+0.005220)*u_xx + (-0.071766)*u^2 + (-0.045371)*u*u_x + (+0.002243)*u*u_xx + (-0.006577)*u_x^2 + (+0.000716)*u_x*u_xx + (-0.000017)*u_xx^2,SGD,1.181984081228584e-06,1e-12,7.496730951158311e-05
1000,0.3337116539478302,0.2790808379650116,0.4732520580291748,0.5,-0.6003110379565336,3.0987992773072683,4.419698944409292,3.5627054846992827,1.3808350563049316,11.312032699584961,0.4738585392966455,,,,,0.9787726024013925,0.21209326356167799,0.0883598060715827,-0.17927950168781093,0.004803846305597155,-0.07062550264579501,-0.0446040968916357,0.002201041444648662,-0.006454297951031718,0.0007020904453954961,-1.7127738826935196e-05,0.3336650050608958,5.001210118193893,3295.7785337166297,1.101307031239915,3300.7797438348234,1.426261770736513,8.839397888818583,u_t_hat = (+0.088360)*u + (-0.179280)*u_x + (+0.004804)*u_xx + (-0.070626)*u^2 + (-0.044604)*u*u_x + (+0.002201)*u*u_xx + (-0.006454)*u_x^2 + (+0.000702)*u_x*u_xx + (-0.000017)*u_xx^2,SGD,2.0158190746537453e-06,1e-12,
